date,team,elo
2021-03-27,COL,1546
2021-03-29,COL,1552
2021-03-31,COL,1559
2021-04-02,COL,1565
2021-04-03,COL,1571
2021-04-05,COL,1582
2021-04-07,COL,1572
2021-04-09,COL,1579
2021-04-11,COL,1585
2021-04-12,COL,1591
2021-04-14,COL,1599
2021-04-22,COL,1606
2021-04-24,COL,1593
2021-04-26,COL,1580
2021-04-28,COL,1572
2021-04-30,COL,1578
2021-05-01,COL,1583
2021-05-03,COL,1590
2021-05-05,COL,1577
2021-05-07,COL,1585
2021-05-08,COL,1592
2021-05-10,COL,1604
2021-05-12,COL,1609
2021-05-13,COL,1613
2021-05-17,COL,1619
2021-05-19,COL,1625
2021-05-21,COL,1632
2021-05-23,COL,1639
2021-05-30,COL,1647
2021-06-02,COL,1655
2021-06-04,COL,1644
2021-06-06,COL,1634
2021-06-08,COL,1623
2021-06-10,COL,1614
2021-10-13,COL,1619
2021-10-16,COL,1604
2021-10-19,COL,1593
2021-10-21,COL,1584
2021-10-23,COL,1596
2021-10-26,COL,1584
2021-10-28,COL,1593
2021-10-30,COL,1601
2021-11-03,COL,1586
2021-11-06,COL,1573
2021-11-11,COL,1578
2021-11-13,COL,1584
2021-11-17,COL,1590
2021-11-19,COL,1596
2021-11-22,COL,1601
2021-11-24,COL,1606
2021-11-26,COL,1593
2021-11-27,COL,1600
2021-12-01,COL,1591
2021-12-02,COL,1597
2021-12-04,COL,1583
2021-12-06,COL,1590
2021-12-08,COL,1601
2021-12-10,COL,1606
2021-12-12,COL,1615
2021-12-14,COL,1623
2021-12-16,COL,1612
2022-01-02,COL,1617
2022-01-04,COL,1623
2022-01-06,COL,1628
2022-01-08,COL,1636
2022-01-10,COL,1640
2022-01-11,COL,1630
2022-01-14,COL,1633
2022-01-15,COL,1638
2022-01-17,COL,1645
2022-01-19,COL,1650
2022-01-20,COL,1657
2022-01-22,COL,1660
2022-01-24,COL,1664
2022-01-26,COL,1670
2022-01-28,COL,1675
2022-01-30,COL,1677
2022-02-01,COL,1659
2022-02-10,COL,1667
2022-02-13,COL,1674
2022-02-15,COL,1659
2022-02-16,COL,1668
2022-02-19,COL,1671
2022-02-21,COL,1658
2022-02-23,COL,1663
2022-02-25,COL,1667
2022-02-26,COL,1675
2022-03-01,COL,1679
2022-03-03,COL,1663
2022-03-05,COL,1649
2022-03-07,COL,1655
2022-03-08,COL,1639
2022-03-10,COL,1629
2022-03-13,COL,1637
2022-03-15,COL,1645
2022-03-18,COL,1650
2022-03-21,COL,1656
2022-03-23,COL,1640
2022-03-25,COL,1643
2022-03-27,COL,1632
2022-03-29,COL,1642
2022-03-31,COL,1646
2022-04-02,COL,1653
2022-04-05,COL,1662
2022-04-08,COL,1668
2022-04-09,COL,1676
2022-04-13,COL,1681
2022-04-14,COL,1684
2022-04-16,COL,1690
2022-04-18,COL,1675
2022-04-20,COL,1659
2022-04-22,COL,1648
2022-04-24,COL,1634
2022-04-26,COL,1642
2022-04-28,COL,1628
2022-04-29,COL,1618
2022-05-03,COL,1624
2022-05-05,COL,1630
2022-05-07,COL,1637
2022-05-09,COL,1644
2022-05-17,COL,1652
2022-05-19,COL,1639
2022-05-21,COL,1649
2022-05-23,COL,1658
2022-05-25,COL,1645
2022-05-27,COL,1655
2022-05-31,COL,1663
2022-06-02,COL,1671
2022-06-04,COL,1680
2022-06-06,COL,1689
2022-06-15,COL,1697
2022-06-18,COL,1705
2022-06-20,COL,1694
2022-06-22,COL,1704
2022-06-24,COL,1691
2022-06-26,COL,1701
2022-10-12,COL,1703
2022-10-13,COL,1690
2022-10-17,COL,1698
2022-10-19,COL,1682
2022-10-21,COL,1665
2022-10-22,COL,1672
2022-10-25,COL,1680
2022-10-28,COL,1664
2022-10-29,COL,1650
2022-11-04,COL,1653
2022-11-05,COL,1658
2022-11-10,COL,1662
2022-11-12,COL,1669
2022-11-14,COL,1654
2022-11-17,COL,1663
2022-11-19,COL,1669
2022-11-21,COL,1677
2022-11-23,COL,1661
2022-11-26,COL,1667
2022-11-29,COL,1655
2022-12-01,COL,1661
2022-12-03,COL,1652
2022-12-05,COL,1635
2022-12-07,COL,1625
2022-12-09,COL,1611
2022-12-11,COL,1619
2022-12-13,COL,1622
2022-12-15,COL,1607
2022-12-17,COL,1612
2022-12-19,COL,1618
2022-12-21,COL,1622
2022-12-23,COL,1629
2022-12-27,COL,1614
2022-12-29,COL,1600
2022-12-31,COL,1589
2023-01-02,COL,1577
2023-01-05,COL,1565
2023-01-07,COL,1575
2023-01-10,COL,1562
2023-01-12,COL,1547
2023-01-14,COL,1554
2023-01-16,COL,1560
2023-01-18,COL,1569
2023-01-20,COL,1577
2023-01-21,COL,1587
2023-01-24,COL,1594
2023-01-26,COL,1577
2023-01-28,COL,1584
2023-02-07,COL,1572
2023-02-09,COL,1564
2023-02-11,COL,1574
2023-02-14,COL,1565
2023-02-15,COL,1575
2023-02-18,COL,1584
2023-02-19,COL,1591
2023-02-24,COL,1601
2023-02-25,COL,1607
2023-02-27,COL,1613
2023-03-01,COL,1600
2023-03-04,COL,1588
2023-03-05,COL,1575
2023-03-07,COL,1579
2023-03-09,COL,1568
2023-03-11,COL,1573
2023-03-13,COL,1579
2023-03-15,COL,1590
2023-03-16,COL,1598
2023-03-18,COL,1605
2023-03-20,COL,1609
2023-03-22,COL,1595
2023-03-24,COL,1600
2023-03-26,COL,1606
2023-03-27,COL,1610
2023-03-29,COL,1598
2023-04-01,COL,1605
2023-04-04,COL,1609
2023-04-06,COL,1613
2023-04-08,COL,1622
2023-04-09,COL,1626
2023-04-11,COL,1615
2023-04-13,COL,1622
2023-04-14,COL,1631
2023-04-18,COL,1617
2023-04-20,COL,1624
2023-04-22,COL,1632
2023-04-24,COL,1620
2023-04-26,COL,1607
2023-04-28,COL,1616
2023-04-30,COL,1603
2023-10-11,COL,1613
2023-10-14,COL,1617
2023-10-17,COL,1625
2023-10-19,COL,1628
2023-10-21,COL,1635
2023-10-24,COL,1642
2023-10-26,COL,1628
2023-10-29,COL,1616
2023-11-01,COL,1621
2023-11-04,COL,1614
2023-11-07,COL,1621
2023-11-09,COL,1607
2023-11-11,COL,1593
2023-11-13,COL,1601
2023-11-15,COL,1605
2023-11-18,COL,1616
2023-11-20,COL,1603
2023-11-22,COL,1611
2023-11-24,COL,1618
2023-11-25,COL,1623
2023-11-27,COL,1629
2023-11-30,COL,1614
2023-12-02,COL,1598
2023-12-03,COL,1589
2023-12-05,COL,1593
2023-12-07,COL,1581
2023-12-09,COL,1567
2023-12-11,COL,1573
2023-12-13,COL,1580
2023-12-16,COL,1570
2023-12-17,COL,1574
2023-12-19,COL,1559
2023-12-21,COL,1565
2023-12-23,COL,1571
2023-12-27,COL,1559
2023-12-29,COL,1568
2023-12-31,COL,1571
2024-01-02,COL,1578
2024-01-04,COL,1589
2024-01-06,COL,1579
2024-01-08,COL,1589
2024-01-10,COL,1597
2024-01-13,COL,1606
2024-01-15,COL,1592
2024-01-16,COL,1599
2024-01-18,COL,1590
2024-01-20,COL,1599
2024-01-24,COL,1604
2024-01-26,COL,1610
2024-02-05,COL,1599
2024-02-06,COL,1587
2024-02-08,COL,1577
2024-02-10,COL,1569
2024-02-13,COL,1576
2024-02-15,COL,1567
2024-02-18,COL,1572
2024-02-20,COL,1581
2024-02-22,COL,1570
2024-02-24,COL,1559
2024-02-27,COL,1568
2024-02-29,COL,1572
2024-03-02,COL,1562
2024-03-04,COL,1565
2024-03-06,COL,1573
2024-03-08,COL,1580
2024-03-12,COL,1589
2024-03-13,COL,1600
2024-03-16,COL,1611
2024-03-19,COL,1620
2024-03-22,COL,1623
2024-03-24,COL,1627
2024-03-26,COL,1610
2024-03-28,COL,1599
2024-03-30,COL,1608
2024-04-01,COL,1593
2024-04-04,COL,1602
2024-04-05,COL,1593
2024-04-07,COL,1582
2024-04-09,COL,1589
2024-04-13,COL,1578
2024-04-14,COL,1568
2024-04-18,COL,1577
2021-01-31,DAL,1491
2021-02-02,DAL,1502
2021-02-04,DAL,1492
2021-02-07,DAL,1481
2021-02-09,DAL,1471
2021-02-11,DAL,1461
2021-02-13,DAL,1452
2021-02-22,DAL,1445
2021-02-24,DAL,1458
2021-02-25,DAL,1451
2021-02-27,DAL,1445
2021-03-02,DAL,1437
2021-03-04,DAL,1427
2021-03-06,DAL,1437
2021-03-07,DAL,1427
2021-03-09,DAL,1439
2021-03-11,DAL,1430
2021-03-13,DAL,1421
2021-03-14,DAL,1433
2021-03-16,DAL,1426
2021-03-18,DAL,1418
2021-03-20,DAL,1430
2021-03-21,DAL,1420
2021-03-23,DAL,1414
2021-03-25,DAL,1428
2021-03-27,DAL,1420
2021-03-28,DAL,1412
2021-03-30,DAL,1406
2021-04-01,DAL,1420
2021-04-03,DAL,1435
2021-04-04,DAL,1429
2021-04-06,DAL,1422
2021-04-08,DAL,1435
2021-04-10,DAL,1447
2021-04-11,DAL,1440
2021-04-13,DAL,1432
2021-04-15,DAL,1440
2021-04-17,DAL,1448
2021-04-19,DAL,1457
2021-04-20,DAL,1466
2021-04-22,DAL,1456
2021-04-24,DAL,1467
2021-04-26,DAL,1479
2021-04-27,DAL,1470
2021-04-29,DAL,1464
2021-05-01,DAL,1457
2021-05-03,DAL,1451
2021-05-05,DAL,1445
2021-05-07,DAL,1459
2021-05-09,DAL,1450
2021-05-10,DAL,1462
2021-10-14,DAL,1474
2021-10-16,DAL,1467
2021-10-17,DAL,1459
2021-10-19,DAL,1473
2021-10-22,DAL,1481
2021-10-25,DAL,1470
2021-10-27,DAL,1462
2021-10-29,DAL,1452
2021-11-02,DAL,1444
2021-11-04,DAL,1457
2021-11-07,DAL,1447
2021-11-10,DAL,1438
2021-11-13,DAL,1448
2021-11-16,DAL,1457
2021-11-18,DAL,1451
2021-11-20,DAL,1461
2021-11-23,DAL,1473
2021-11-26,DAL,1486
2021-11-27,DAL,1495
2021-11-30,DAL,1507
2021-12-02,DAL,1515
2021-12-06,DAL,1521
2021-12-08,DAL,1514
2021-12-09,DAL,1502
2021-12-11,DAL,1492
2021-12-14,DAL,1481
2021-12-17,DAL,1473
2021-12-18,DAL,1482
2021-12-20,DAL,1494
2022-01-06,DAL,1506
2022-01-08,DAL,1517
2022-01-09,DAL,1508
2022-01-12,DAL,1514
2022-01-14,DAL,1507
2022-01-15,DAL,1501
2022-01-18,DAL,1486
2022-01-20,DAL,1493
2022-01-21,DAL,1502
2022-01-24,DAL,1509
2022-01-25,DAL,1517
2022-01-28,DAL,1506
2022-01-30,DAL,1517
2022-02-01,DAL,1506
2022-02-09,DAL,1517
2022-02-11,DAL,1524
2022-02-13,DAL,1517
2022-02-15,DAL,1532
2022-02-18,DAL,1540
2022-02-20,DAL,1526
2022-02-23,DAL,1533
2022-02-24,DAL,1524
2022-02-27,DAL,1528
2022-03-02,DAL,1537
2022-03-04,DAL,1546
2022-03-06,DAL,1557
2022-03-08,DAL,1547
2022-03-12,DAL,1537
2022-03-15,DAL,1528
2022-03-17,DAL,1535
2022-03-19,DAL,1524
2022-03-20,DAL,1536
2022-03-22,DAL,1545
2022-03-24,DAL,1557
2022-03-26,DAL,1544
2022-03-29,DAL,1550
2022-03-31,DAL,1556
2022-04-02,DAL,1563
2022-04-03,DAL,1549
2022-04-05,DAL,1557
2022-04-07,DAL,1547
2022-04-09,DAL,1532
2022-04-10,DAL,1539
2022-04-12,DAL,1549
2022-04-14,DAL,1539
2022-04-16,DAL,1544
2022-04-18,DAL,1534
2022-04-20,DAL,1526
2022-04-21,DAL,1518
2022-04-23,DAL,1525
2022-04-26,DAL,1534
2022-04-27,DAL,1519
2022-04-29,DAL,1524
2022-05-03,DAL,1516
2022-05-05,DAL,1529
2022-05-07,DAL,1539
2022-05-09,DAL,1528
2022-05-11,DAL,1520
2022-05-13,DAL,1531
2022-05-15,DAL,1523
2022-10-13,DAL,1533
2022-10-15,DAL,1541
2022-10-17,DAL,1549
2022-10-20,DAL,1541
2022-10-22,DAL,1548
2022-10-24,DAL,1537
2022-10-25,DAL,1530
2022-10-27,DAL,1539
2022-10-29,DAL,1528
2022-11-01,DAL,1537
2022-11-03,DAL,1544
2022-11-05,DAL,1556
2022-11-08,DAL,1547
2022-11-11,DAL,1531
2022-11-13,DAL,1538
2022-11-15,DAL,1531
2022-11-17,DAL,1543
2022-11-19,DAL,1552
2022-11-21,DAL,1544
2022-11-23,DAL,1549
2022-11-25,DAL,1538
2022-11-26,DAL,1532
2022-11-28,DAL,1544
2022-12-01,DAL,1548
2022-12-04,DAL,1537
2022-12-06,DAL,1527
2022-12-08,DAL,1534
2022-12-10,DAL,1541
2022-12-12,DAL,1532
2022-12-13,DAL,1543
2022-12-15,DAL,1553
2022-12-17,DAL,1545
2022-12-19,DAL,1552
2022-12-21,DAL,1541
2022-12-23,DAL,1547
2022-12-27,DAL,1556
2022-12-29,DAL,1568
2022-12-31,DAL,1572
2023-01-03,DAL,1561
2023-01-04,DAL,1546
2023-01-08,DAL,1554
2023-01-10,DAL,1564
2023-01-12,DAL,1555
2023-01-14,DAL,1542
2023-01-16,DAL,1553
2023-01-18,DAL,1538
2023-01-19,DAL,1549
2023-01-21,DAL,1553
2023-01-23,DAL,1540
2023-01-25,DAL,1531
2023-01-27,DAL,1520
2023-02-06,DAL,1525
2023-02-08,DAL,1535
2023-02-11,DAL,1527
2023-02-14,DAL,1519
2023-02-17,DAL,1510
2023-02-18,DAL,1495
2023-02-22,DAL,1482
2023-02-25,DAL,1494
2023-02-27,DAL,1481
2023-03-01,DAL,1488
2023-03-02,DAL,1497
2023-03-04,DAL,1509
2023-03-06,DAL,1496
2023-03-09,DAL,1507
2023-03-11,DAL,1519
2023-03-13,DAL,1530
2023-03-14,DAL,1520
2023-03-16,DAL,1512
2023-03-18,DAL,1522
2023-03-21,DAL,1511
2023-03-23,DAL,1519
2023-03-25,DAL,1507
2023-03-28,DAL,1514
2023-03-31,DAL,1522
2023-04-01,DAL,1515
2023-04-03,DAL,1524
2023-04-06,DAL,1530
2023-04-08,DAL,1540
2023-04-10,DAL,1548
2023-04-12,DAL,1557
2023-04-13,DAL,1564
2023-04-17,DAL,1552
2023-04-19,DAL,1561
2023-04-21,DAL,1552
2023-04-23,DAL,1563
2023-04-25,DAL,1571
2023-04-28,DAL,1581
2023-05-02,DAL,1569
2023-05-04,DAL,1578
2023-05-07,DAL,1568
2023-05-09,DAL,1579
2023-05-11,DAL,1587
2023-05-13,DAL,1577
2023-05-15,DAL,1585
2023-05-19,DAL,1577
2023-05-21,DAL,1570
2023-05-23,DAL,1561
2023-05-25,DAL,1573
2023-05-27,DAL,1586
2023-05-29,DAL,1576
2023-10-12,DAL,1582
2023-10-17,DAL,1576
2023-10-19,DAL,1580
2023-10-21,DAL,1585
2023-10-24,DAL,1593
2023-10-26,DAL,1582
2023-10-30,DAL,1586
2023-11-01,DAL,1593
2023-11-02,DAL,1603
2023-11-04,DAL,1592
2023-11-06,DAL,1584
2023-11-09,DAL,1589
2023-11-11,DAL,1598
2023-11-12,DAL,1606
2023-11-14,DAL,1610
2023-11-18,DAL,1599
2023-11-20,DAL,1608
2023-11-22,DAL,1598
2023-11-24,DAL,1583
2023-11-28,DAL,1593
2023-11-30,DAL,1581
2023-12-02,DAL,1587
2023-12-04,DAL,1575
2023-12-06,DAL,1566
2023-12-07,DAL,1574
2023-12-09,DAL,1564
2023-12-11,DAL,1571
2023-12-15,DAL,1577
2023-12-16,DAL,1565
2023-12-18,DAL,1571
2023-12-21,DAL,1580
2023-12-23,DAL,1590
2023-12-27,DAL,1578
2023-12-29,DAL,1582
2023-12-31,DAL,1586
2024-01-02,DAL,1571
2024-01-04,DAL,1560
2024-01-06,DAL,1548
2024-01-08,DAL,1558
2024-01-10,DAL,1565
2024-01-12,DAL,1553
2024-01-13,DAL,1559
2024-01-16,DAL,1567
2024-01-18,DAL,1556
2024-01-20,DAL,1566
2024-01-21,DAL,1554
2024-01-23,DAL,1564
2024-01-25,DAL,1568
2024-01-27,DAL,1574
2024-02-06,DAL,1582
2024-02-07,DAL,1571
2024-02-10,DAL,1578
2024-02-13,DAL,1587
2024-02-15,DAL,1595
2024-02-17,DAL,1585
2024-02-19,DAL,1575
2024-02-20,DAL,1566
2024-02-22,DAL,1554
2024-02-24,DAL,1566
2024-02-26,DAL,1552
2024-02-27,DAL,1543
2024-02-29,DAL,1553
2024-03-02,DAL,1556
2024-03-05,DAL,1560
2024-03-08,DAL,1566
2024-03-09,DAL,1575
2024-03-12,DAL,1566
2024-03-14,DAL,1552
2024-03-16,DAL,1560
2024-03-20,DAL,1565
2024-03-22,DAL,1571
2024-03-24,DAL,1577
2024-03-26,DAL,1580
2024-03-28,DAL,1590
2024-03-30,DAL,1597
2024-04-03,DAL,1606
2024-04-06,DAL,1590
2024-04-07,DAL,1601
2024-04-09,DAL,1607
2024-04-11,DAL,1595
2024-04-13,DAL,1600
2024-04-17,DAL,1607
2021-01-31,DET,1489
2021-02-03,DET,1481
2021-02-05,DET,1473
2021-02-07,DET,1485
2021-02-09,DET,1476
2021-02-11,DET,1467
2021-02-13,DET,1478
2021-02-15,DET,1468
2021-02-17,DET,1459
2021-02-19,DET,1450
2021-02-20,DET,1462
2021-02-23,DET,1451
2021-02-25,DET,1461
2021-02-27,DET,1475
2021-02-28,DET,1468
2021-03-02,DET,1458
2021-03-04,DET,1451
2021-03-09,DET,1444
2021-03-11,DET,1457
2021-03-14,DET,1449
2021-03-16,DET,1462
2021-03-18,DET,1470
2021-03-20,DET,1458
2021-03-23,DET,1450
2021-03-25,DET,1442
2021-03-27,DET,1451
2021-03-28,DET,1460
2021-03-30,DET,1453
2021-04-01,DET,1446
2021-04-03,DET,1440
2021-04-04,DET,1454
2021-04-06,DET,1445
2021-04-08,DET,1437
2021-04-10,DET,1452
2021-04-12,DET,1466
2021-04-15,DET,1476
2021-04-17,DET,1465
2021-04-19,DET,1456
2021-04-20,DET,1447
2021-04-22,DET,1457
2021-04-24,DET,1446
2021-04-27,DET,1435
2021-04-29,DET,1429
2021-05-01,DET,1442
2021-05-02,DET,1434
2021-05-07,DET,1444
2021-05-08,DET,1433
2021-10-14,DET,1427
2021-10-16,DET,1437
2021-10-19,DET,1445
2021-10-21,DET,1435
2021-10-23,DET,1427
2021-10-24,DET,1438
2021-10-27,DET,1452
2021-10-29,DET,1446
2021-10-30,DET,1438
2021-11-02,DET,1430
2021-11-04,DET,1424
2021-11-06,DET,1435
2021-11-07,DET,1448
2021-11-09,DET,1461
2021-11-11,DET,1452
2021-11-13,DET,1461
2021-11-15,DET,1451
2021-11-16,DET,1442
2021-11-18,DET,1437
2021-11-20,DET,1426
2021-11-24,DET,1437
2021-11-27,DET,1445
2021-11-30,DET,1459
2021-12-01,DET,1468
2021-12-04,DET,1477
2021-12-07,DET,1468
2021-12-09,DET,1460
2021-12-10,DET,1455
2021-12-14,DET,1464
2021-12-16,DET,1458
2021-12-18,DET,1465
2021-12-31,DET,1457
2022-01-02,DET,1448
2022-01-04,DET,1458
2022-01-08,DET,1449
2022-01-09,DET,1440
2022-01-11,DET,1432
2022-01-13,DET,1422
2022-01-15,DET,1429
2022-01-17,DET,1438
2022-01-21,DET,1429
2022-01-22,DET,1424
2022-01-26,DET,1413
2022-01-28,DET,1429
2022-01-29,DET,1423
2022-01-31,DET,1434
2022-02-02,DET,1425
2022-02-09,DET,1435
2022-02-12,DET,1442
2022-02-14,DET,1437
2022-02-17,DET,1452
2022-02-23,DET,1447
2022-02-26,DET,1440
2022-03-01,DET,1454
2022-03-04,DET,1449
2022-03-05,DET,1444
2022-03-08,DET,1432
2022-03-10,DET,1424
2022-03-12,DET,1419
2022-03-15,DET,1413
2022-03-17,DET,1427
2022-03-19,DET,1417
2022-03-22,DET,1425
2022-03-24,DET,1418
2022-03-26,DET,1412
2022-03-27,DET,1407
2022-03-30,DET,1401
2022-04-01,DET,1390
2022-04-03,DET,1382
2022-04-05,DET,1397
2022-04-06,DET,1411
2022-04-09,DET,1401
2022-04-12,DET,1390
2022-04-14,DET,1406
2022-04-16,DET,1402
2022-04-17,DET,1398
2022-04-19,DET,1413
2022-04-21,DET,1410
2022-04-23,DET,1403
2022-04-24,DET,1414
2022-04-26,DET,1410
2022-04-29,DET,1420
2022-10-14,DET,1428
2022-10-15,DET,1437
2022-10-17,DET,1428
2022-10-21,DET,1418
2022-10-23,DET,1425
2022-10-25,DET,1412
2022-10-27,DET,1408
2022-10-29,DET,1422
2022-10-31,DET,1415
2022-11-03,DET,1427
2022-11-05,DET,1439
2022-11-06,DET,1453
2022-11-08,DET,1440
2022-11-10,DET,1432
2022-11-12,DET,1426
2022-11-15,DET,1415
2022-11-17,DET,1425
2022-11-19,DET,1436
2022-11-23,DET,1447
2022-11-25,DET,1455
2022-11-28,DET,1447
2022-11-30,DET,1436
2022-12-03,DET,1428
2022-12-04,DET,1439
2022-12-06,DET,1455
2022-12-08,DET,1448
2022-12-10,DET,1441
2022-12-13,DET,1434
2022-12-14,DET,1428
2022-12-17,DET,1418
2022-12-19,DET,1412
2022-12-21,DET,1427
2022-12-28,DET,1441
2022-12-29,DET,1434
2022-12-31,DET,1444
2023-01-04,DET,1434
2023-01-06,DET,1425
2023-01-07,DET,1420
2023-01-10,DET,1434
2023-01-12,DET,1448
2023-01-14,DET,1435
2023-01-16,DET,1429
2023-01-17,DET,1418
2023-01-19,DET,1432
2023-01-21,DET,1421
2023-01-24,DET,1428
2023-01-26,DET,1439
2023-01-27,DET,1430
2023-02-07,DET,1423
2023-02-09,DET,1434
2023-02-11,DET,1444
2023-02-13,DET,1455
2023-02-15,DET,1469
2023-02-16,DET,1481
2023-02-18,DET,1473
2023-02-21,DET,1484
2023-02-23,DET,1496
2023-02-25,DET,1488
2023-02-27,DET,1479
2023-02-28,DET,1471
2023-03-02,DET,1461
2023-03-04,DET,1453
2023-03-05,DET,1442
2023-03-08,DET,1450
2023-03-11,DET,1447
2023-03-12,DET,1462
2023-03-14,DET,1455
2023-03-18,DET,1448
2023-03-20,DET,1440
2023-03-21,DET,1452
2023-03-23,DET,1441
2023-03-25,DET,1431
2023-03-28,DET,1442
2023-03-30,DET,1455
2023-03-31,DET,1447
2023-04-02,DET,1462
2023-04-04,DET,1471
2023-04-06,DET,1460
2023-04-08,DET,1450
2023-04-10,DET,1442
2023-04-11,DET,1436
2023-04-13,DET,1429
2023-10-12,DET,1423
2023-10-14,DET,1435
2023-10-16,DET,1444
2023-10-18,DET,1454
2023-10-21,DET,1466
2023-10-22,DET,1475
2023-10-24,DET,1465
2023-10-26,DET,1455
2023-10-28,DET,1451
2023-10-30,DET,1464
2023-11-02,DET,1457
2023-11-04,DET,1472
2023-11-07,DET,1466
2023-11-09,DET,1453
2023-11-11,DET,1459
2023-11-16,DET,1451
2023-11-17,DET,1443
2023-11-22,DET,1454
2023-11-24,DET,1470
2023-11-26,DET,1479
2023-11-29,DET,1474
2023-11-30,DET,1481
2023-12-02,DET,1490
2023-12-05,DET,1501
2023-12-07,DET,1486
2023-12-09,DET,1475
2023-12-11,DET,1468
2023-12-12,DET,1479
2023-12-14,DET,1470
2023-12-16,DET,1462
2023-12-18,DET,1448
2023-12-20,DET,1442
2023-12-22,DET,1453
2023-12-23,DET,1446
2023-12-27,DET,1439
2023-12-29,DET,1451
2023-12-31,DET,1444
2024-01-02,DET,1452
2024-01-04,DET,1466
2024-01-07,DET,1473
2024-01-11,DET,1466
2024-01-13,DET,1476
2024-01-14,DET,1488
2024-01-17,DET,1502
2024-01-19,DET,1494
2024-01-21,DET,1504
2024-01-23,DET,1494
2024-01-25,DET,1503
2024-01-27,DET,1514
2024-01-31,DET,1501
2024-02-10,DET,1513
2024-02-13,DET,1507
2024-02-15,DET,1500
2024-02-17,DET,1511
2024-02-19,DET,1521
2024-02-22,DET,1532
2024-02-24,DET,1541
2024-02-25,DET,1546
2024-02-27,DET,1553
2024-02-29,DET,1539
2024-03-02,DET,1531
2024-03-06,DET,1523
2024-03-08,DET,1510
2024-03-09,DET,1501
2024-03-12,DET,1492
2024-03-14,DET,1478
2024-03-16,DET,1488
2024-03-17,DET,1477
2024-03-19,DET,1484
2024-03-21,DET,1492
2024-03-23,DET,1486
2024-03-26,DET,1478
2024-03-28,DET,1472
2024-03-30,DET,1466
2024-04-01,DET,1480
2024-04-05,DET,1473
2024-04-07,DET,1483
2024-04-09,DET,1472
2024-04-11,DET,1463
2024-04-13,DET,1477
2024-04-15,DET,1484
2024-04-16,DET,1492
2021-01-31,EDM,1509
2021-02-02,EDM,1517
2021-02-06,EDM,1507
2021-02-08,EDM,1517
2021-02-09,EDM,1527
2021-02-11,EDM,1537
2021-02-15,EDM,1525
2021-02-17,EDM,1533
2021-02-19,EDM,1543
2021-02-20,EDM,1551
2021-02-23,EDM,1559
2021-02-25,EDM,1567
2021-02-27,EDM,1555
2021-03-01,EDM,1544
2021-03-03,EDM,1533
2021-03-06,EDM,1541
2021-03-08,EDM,1548
2021-03-10,EDM,1555
2021-03-12,EDM,1562
2021-03-13,EDM,1550
2021-03-15,EDM,1539
2021-03-17,EDM,1549
2021-03-18,EDM,1558
2021-03-20,EDM,1566
2021-03-27,EDM,1556
2021-03-29,EDM,1566
2021-03-30,EDM,1554
2021-04-02,EDM,1561
2021-04-05,EDM,1550
2021-04-07,EDM,1558
2021-04-08,EDM,1566
2021-04-10,EDM,1554
2021-04-17,EDM,1565
2021-04-19,EDM,1571
2021-04-21,EDM,1557
2021-04-26,EDM,1567
2021-04-28,EDM,1576
2021-04-29,EDM,1562
2021-05-01,EDM,1569
2021-05-03,EDM,1577
2021-05-04,EDM,1584
2021-05-06,EDM,1569
2021-05-08,EDM,1575
2021-05-10,EDM,1583
2021-05-12,EDM,1590
2021-05-15,EDM,1575
2021-05-19,EDM,1562
2021-05-21,EDM,1549
2021-05-23,EDM,1539
2021-05-24,EDM,1530
2021-10-13,EDM,1537
2021-10-16,EDM,1545
2021-10-19,EDM,1551
2021-10-21,EDM,1559
2021-10-22,EDM,1571
2021-10-27,EDM,1557
2021-10-30,EDM,1565
2021-11-01,EDM,1571
2021-11-03,EDM,1579
2021-11-05,EDM,1586
2021-11-09,EDM,1573
2021-11-11,EDM,1584
2021-11-12,EDM,1570
2021-11-14,EDM,1579
2021-11-16,EDM,1568
2021-11-18,EDM,1575
2021-11-20,EDM,1580
2021-11-23,EDM,1568
2021-11-24,EDM,1574
2021-11-27,EDM,1586
2021-12-01,EDM,1593
2021-12-03,EDM,1580
2021-12-05,EDM,1565
2021-12-07,EDM,1555
2021-12-09,EDM,1543
2021-12-11,EDM,1533
2021-12-14,EDM,1523
2021-12-16,EDM,1530
2021-12-18,EDM,1538
2021-12-29,EDM,1528
2021-12-31,EDM,1515
2022-01-01,EDM,1505
2022-01-03,EDM,1498
2022-01-05,EDM,1491
2022-01-15,EDM,1479
2022-01-20,EDM,1471
2022-01-22,EDM,1481
2022-01-25,EDM,1492
2022-01-27,EDM,1503
2022-01-29,EDM,1510
2022-01-31,EDM,1499
2022-02-02,EDM,1511
2022-02-08,EDM,1502
2022-02-09,EDM,1489
2022-02-11,EDM,1498
2022-02-14,EDM,1508
2022-02-15,EDM,1519
2022-02-17,EDM,1526
2022-02-19,EDM,1536
2022-02-20,EDM,1527
2022-02-23,EDM,1521
2022-02-26,EDM,1534
2022-02-27,EDM,1527
2022-03-01,EDM,1533
2022-03-03,EDM,1521
2022-03-05,EDM,1506
2022-03-07,EDM,1499
2022-03-09,EDM,1508
2022-03-12,EDM,1520
2022-03-15,EDM,1526
2022-03-17,EDM,1531
2022-03-19,EDM,1537
2022-03-21,EDM,1531
2022-03-22,EDM,1522
2022-03-24,EDM,1529
2022-03-26,EDM,1521
2022-03-28,EDM,1527
2022-03-30,EDM,1536
2022-04-01,EDM,1544
