date,team,elo
2022-01-25,BUF,1352
2022-01-29,BUF,1364
2022-01-30,BUF,1362
2022-02-01,BUF,1358
2022-02-10,BUF,1350
2022-02-13,BUF,1360
2022-02-15,BUF,1372
2022-02-17,BUF,1363
2022-02-19,BUF,1360
2022-02-20,BUF,1354
2022-02-23,BUF,1345
2022-02-25,BUF,1341
2022-02-27,BUF,1337
2022-03-02,BUF,1354
2022-03-04,BUF,1369
2022-03-06,BUF,1363
2022-03-07,BUF,1358
2022-03-10,BUF,1372
2022-03-13,BUF,1386
2022-03-17,BUF,1381
2022-03-18,BUF,1397
2022-03-20,BUF,1411
2022-03-23,BUF,1425
2022-03-25,BUF,1417
2022-03-27,BUF,1412
2022-03-28,BUF,1423
2022-03-30,BUF,1414
2022-04-01,BUF,1427
2022-04-03,BUF,1421
2022-04-05,BUF,1434
2022-04-07,BUF,1428
2022-04-08,BUF,1424
2022-04-10,BUF,1419
2022-04-12,BUF,1435
2022-04-14,BUF,1427
2022-04-16,BUF,1434
2022-04-17,BUF,1443
2022-04-21,BUF,1453
2022-04-23,BUF,1463
2022-04-28,BUF,1458
2022-04-29,BUF,1465
2022-10-13,BUF,1474
2022-10-15,BUF,1467
2022-10-18,BUF,1481
2022-10-20,BUF,1495
2022-10-22,BUF,1505
2022-10-25,BUF,1493
2022-10-27,BUF,1479
2022-10-29,BUF,1486
2022-10-31,BUF,1493
2022-11-02,BUF,1502
2022-11-04,BUF,1496
2022-11-05,BUF,1490
2022-11-08,BUF,1477
2022-11-10,BUF,1469
2022-11-12,BUF,1463
2022-11-15,BUF,1451
2022-11-16,BUF,1441
2022-11-19,BUF,1435
2022-11-22,BUF,1445
2022-11-23,BUF,1457
2022-11-25,BUF,1448
2022-11-28,BUF,1442
2022-11-30,BUF,1453
2022-12-01,BUF,1447
2022-12-04,BUF,1454
2022-12-07,BUF,1463
2022-12-09,BUF,1454
2022-12-10,BUF,1448
2022-12-13,BUF,1458
2022-12-15,BUF,1473
2022-12-17,BUF,1482
2022-12-19,BUF,1495
2022-12-29,BUF,1502
2022-12-31,BUF,1517
2023-01-01,BUF,1507
2023-01-03,BUF,1519
2023-01-07,BUF,1530
2023-01-09,BUF,1515
2023-01-10,BUF,1504
2023-01-12,BUF,1495
2023-01-14,BUF,1506
2023-01-16,BUF,1495
2023-01-17,BUF,1482
2023-01-19,BUF,1491
2023-01-21,BUF,1496
2023-01-23,BUF,1509
2023-01-24,BUF,1520
2023-01-26,BUF,1533
2023-01-28,BUF,1525
2023-02-01,BUF,1517
2023-02-11,BUF,1505
2023-02-13,BUF,1497
2023-02-15,BUF,1504
2023-02-18,BUF,1511
2023-02-21,BUF,1501
2023-02-23,BUF,1515
2023-02-24,BUF,1527
2023-02-26,BUF,1535
2023-02-28,BUF,1520
2023-03-02,BUF,1515
2023-03-04,BUF,1526
2023-03-06,BUF,1515
2023-03-07,BUF,1505
2023-03-09,BUF,1494
2023-03-11,BUF,1485
2023-03-13,BUF,1499
2023-03-15,BUF,1489
2023-03-17,BUF,1477
2023-03-19,BUF,1471
2023-03-21,BUF,1461
2023-03-24,BUF,1473
2023-03-25,BUF,1485
2023-03-27,BUF,1472
2023-03-31,BUF,1485
2023-04-01,BUF,1494
2023-04-04,BUF,1486
2023-04-06,BUF,1497
2023-04-08,BUF,1509
2023-04-10,BUF,1522
2023-04-11,BUF,1514
2023-04-13,BUF,1523
2023-04-14,BUF,1530
2023-10-12,BUF,1520
2023-10-14,BUF,1510
2023-10-17,BUF,1519
2023-10-19,BUF,1507
2023-10-21,BUF,1516
2023-10-23,BUF,1502
2023-10-24,BUF,1513
2023-10-27,BUF,1505
2023-10-29,BUF,1517
2023-11-01,BUF,1525
2023-11-03,BUF,1511
2023-11-04,BUF,1523
2023-11-07,BUF,1515
2023-11-10,BUF,1524
2023-11-11,BUF,1514
2023-11-14,BUF,1508
2023-11-17,BUF,1499
2023-11-19,BUF,1507
2023-11-22,BUF,1497
2023-11-24,BUF,1506
2023-11-25,BUF,1497
2023-11-27,BUF,1511
2023-11-30,BUF,1501
2023-12-02,BUF,1494
2023-12-03,BUF,1484
2023-12-05,BUF,1473
2023-12-07,BUF,1489
2023-12-09,BUF,1476
2023-12-11,BUF,1484
2023-12-13,BUF,1477
2023-12-15,BUF,1492
2023-12-16,BUF,1481
2023-12-19,BUF,1467
2023-12-21,BUF,1479
2023-12-23,BUF,1474
2023-12-27,BUF,1466
2023-12-30,BUF,1472
2023-12-31,BUF,1462
2024-01-04,BUF,1472
2024-01-06,BUF,1484
2024-01-09,BUF,1473
2024-01-11,BUF,1481
2024-01-13,BUF,1473
2024-01-15,BUF,1478
2024-01-18,BUF,1484
2024-01-20,BUF,1474
2024-01-23,BUF,1461
2024-01-24,BUF,1473
2024-01-27,BUF,1480
2024-02-06,BUF,1472
2024-02-10,BUF,1462
2024-02-13,BUF,1472
2024-02-15,BUF,1465
2024-02-17,BUF,1477
2024-02-19,BUF,1463
2024-02-21,BUF,1472
2024-02-23,BUF,1481
2024-02-25,BUF,1493
2024-02-27,BUF,1488
2024-02-29,BUF,1500
2024-03-02,BUF,1510
2024-03-03,BUF,1501
2024-03-06,BUF,1494
2024-03-07,BUF,1487
2024-03-09,BUF,1500
2024-03-12,BUF,1509
2024-03-14,BUF,1517
2024-03-16,BUF,1507
2024-03-18,BUF,1517
2024-03-19,BUF,1509
2024-03-21,BUF,1503
2024-03-24,BUF,1514
2024-03-27,BUF,1501
2024-03-29,BUF,1510
2024-03-30,BUF,1501
2024-04-02,BUF,1510
2024-04-05,BUF,1517
2024-04-07,BUF,1507
2024-04-09,BUF,1501
2024-04-11,BUF,1509
2024-04-13,BUF,1502
2024-04-15,BUF,1514
2021-01-31,CAR,1509
2021-02-02,CAR,1520
2021-02-04,CAR,1510
2021-02-07,CAR,1520
2021-02-08,CAR,1510
2021-02-11,CAR,1520
2021-02-13,CAR,1529
2021-02-15,CAR,1537
2021-02-17,CAR,1525
2021-02-19,CAR,1535
2021-02-20,CAR,1544
2021-02-22,CAR,1532
2021-02-24,CAR,1523
2021-02-25,CAR,1515
2021-02-27,CAR,1526
2021-03-01,CAR,1537
2021-03-02,CAR,1547
2021-03-04,CAR,1554
2021-03-07,CAR,1562
2021-03-09,CAR,1569
2021-03-11,CAR,1575
2021-03-14,CAR,1583
2021-03-16,CAR,1570
2021-03-18,CAR,1555
2021-03-20,CAR,1541
2021-03-22,CAR,1550
2021-03-25,CAR,1558
2021-03-27,CAR,1568
2021-03-30,CAR,1557
2021-04-01,CAR,1567
2021-04-03,CAR,1552
2021-04-04,CAR,1558
2021-04-06,CAR,1567
2021-04-08,CAR,1576
2021-04-10,CAR,1561
2021-04-12,CAR,1547
2021-04-15,CAR,1556
2021-04-17,CAR,1564
2021-04-19,CAR,1555
2021-04-20,CAR,1566
2021-04-22,CAR,1577
2021-04-24,CAR,1567
2021-04-26,CAR,1555
2021-04-27,CAR,1564
2021-04-29,CAR,1570
2021-05-01,CAR,1574
2021-05-03,CAR,1580
2021-05-04,CAR,1586
2021-05-06,CAR,1572
2021-05-08,CAR,1562
2021-05-10,CAR,1553
2021-05-17,CAR,1562
2021-05-19,CAR,1571
2021-05-21,CAR,1561
2021-05-23,CAR,1552
2021-05-25,CAR,1561
2021-05-27,CAR,1572
2021-05-30,CAR,1561
2021-06-01,CAR,1550
2021-06-03,CAR,1562
2021-06-05,CAR,1553
2021-06-08,CAR,1543
2021-10-14,CAR,1553
2021-10-16,CAR,1563
2021-10-21,CAR,1572
2021-10-23,CAR,1579
2021-10-25,CAR,1586
2021-10-28,CAR,1594
2021-10-29,CAR,1598
2021-10-31,CAR,1602
2021-11-03,CAR,1608
2021-11-06,CAR,1600
2021-11-09,CAR,1611
2021-11-12,CAR,1596
2021-11-13,CAR,1603
2021-11-16,CAR,1614
2021-11-18,CAR,1621
2021-11-20,CAR,1627
2021-11-22,CAR,1613
2021-11-24,CAR,1599
2021-11-26,CAR,1606
2021-11-28,CAR,1594
2021-11-30,CAR,1582
2021-12-02,CAR,1566
2021-12-04,CAR,1570
2021-12-07,CAR,1579
2021-12-09,CAR,1588
2021-12-11,CAR,1598
2021-12-12,CAR,1585
2021-12-16,CAR,1591
2021-12-18,CAR,1597
2021-12-30,CAR,1601
2022-01-01,CAR,1608
2022-01-07,CAR,1614
2022-01-08,CAR,1602
2022-01-13,CAR,1587
2022-01-15,CAR,1593
2022-01-18,CAR,1604
2022-01-21,CAR,1613
2022-01-22,CAR,1598
2022-01-25,CAR,1606
2022-01-27,CAR,1613
2022-01-29,CAR,1617
2022-01-30,CAR,1622
2022-02-07,CAR,1613
2022-02-08,CAR,1599
2022-02-10,CAR,1609
2022-02-12,CAR,1600
2022-02-16,CAR,1589
2022-02-18,CAR,1596
2022-02-20,CAR,1606
2022-02-21,CAR,1610
2022-02-25,CAR,1616
2022-02-27,CAR,1623
2022-03-01,CAR,1609
2022-03-03,CAR,1596
2022-03-04,CAR,1605
2022-03-06,CAR,1609
2022-03-10,CAR,1619
2022-03-12,CAR,1622
2022-03-13,CAR,1611
2022-03-17,CAR,1601
2022-03-18,CAR,1588
2022-03-20,CAR,1577
2022-03-22,CAR,1587
2022-03-24,CAR,1575
2022-03-26,CAR,1584
2022-03-28,CAR,1594
2022-03-29,CAR,1585
2022-03-31,CAR,1589
2022-04-02,CAR,1578
2022-04-05,CAR,1565
2022-04-07,CAR,1571
2022-04-08,CAR,1558
2022-04-10,CAR,1563
2022-04-12,CAR,1575
2022-04-14,CAR,1559
2022-04-16,CAR,1553
2022-04-18,CAR,1559
2022-04-21,CAR,1566
2022-04-23,CAR,1572
2022-04-24,CAR,1581
2022-04-26,CAR,1592
2022-04-28,CAR,1596
2022-05-02,CAR,1605
2022-05-04,CAR,1614
2022-05-06,CAR,1604
2022-05-08,CAR,1595
2022-05-10,CAR,1604
2022-05-12,CAR,1595
2022-05-14,CAR,1604
2022-05-18,CAR,1612
2022-05-20,CAR,1620
2022-05-22,CAR,1610
2022-05-24,CAR,1600
2022-05-26,CAR,1609
2022-05-28,CAR,1599
2022-05-30,CAR,1588
2022-10-12,CAR,1593
2022-10-14,CAR,1598
2022-10-17,CAR,1604
2022-10-20,CAR,1594
2022-10-22,CAR,1584
2022-10-24,CAR,1591
2022-10-28,CAR,1577
2022-10-29,CAR,1583
2022-10-31,CAR,1590
2022-11-03,CAR,1602
2022-11-04,CAR,1608
2022-11-06,CAR,1596
2022-11-09,CAR,1586
2022-11-10,CAR,1595
2022-11-12,CAR,1588
2022-11-14,CAR,1594
2022-11-17,CAR,1585
2022-11-19,CAR,1574
2022-11-21,CAR,1564
2022-11-23,CAR,1549
2022-11-25,CAR,1543
2022-11-26,CAR,1551
2022-11-29,CAR,1561
2022-12-01,CAR,1572
2022-12-03,CAR,1581
2022-12-06,CAR,1565
2022-12-10,CAR,1575
2022-12-13,CAR,1582
2022-12-15,CAR,1589
2022-12-17,CAR,1597
2022-12-18,CAR,1605
2022-12-20,CAR,1611
2022-12-22,CAR,1621
2022-12-23,CAR,1624
2022-12-27,CAR,1627
2022-12-30,CAR,1633
2023-01-01,CAR,1640
2023-01-03,CAR,1628
2023-01-05,CAR,1613
2023-01-07,CAR,1597
2023-01-10,CAR,1583
2023-01-12,CAR,1588
2023-01-14,CAR,1595
2023-01-15,CAR,1580
2023-01-19,CAR,1589
2023-01-21,CAR,1597
2023-01-25,CAR,1606
2023-01-27,CAR,1609
2023-01-29,CAR,1620
2023-01-31,CAR,1627
2023-02-01,CAR,1635
2023-02-11,CAR,1623
2023-02-14,CAR,1631
2023-02-16,CAR,1635
2023-02-18,CAR,1640
2023-02-21,CAR,1645
2023-02-24,CAR,1650
2023-02-25,CAR,1633
2023-03-01,CAR,1620
2023-03-03,CAR,1625
2023-03-05,CAR,1632
2023-03-07,CAR,1637
2023-03-09,CAR,1640
2023-03-11,CAR,1626
2023-03-12,CAR,1615
2023-03-14,CAR,1621
2023-03-17,CAR,1610
2023-03-18,CAR,1615
2023-03-21,CAR,1625
2023-03-23,CAR,1613
2023-03-25,CAR,1621
2023-03-26,CAR,1612
2023-03-28,CAR,1599
2023-03-30,CAR,1586
2023-04-01,CAR,1592
2023-04-02,CAR,1599
2023-04-04,CAR,1605
2023-04-06,CAR,1593
2023-04-08,CAR,1581
2023-04-10,CAR,1569
2023-04-11,CAR,1575
2023-04-13,CAR,1585
2023-04-17,CAR,1592
2023-04-19,CAR,1598
2023-04-21,CAR,1586
2023-04-23,CAR,1595
2023-04-25,CAR,1581
2023-04-28,CAR,1590
2023-05-03,CAR,1599
2023-05-05,CAR,1607
2023-05-07,CAR,1597
2023-05-09,CAR,1607
2023-05-11,CAR,1615
2023-05-18,CAR,1604
2023-05-20,CAR,1594
2023-05-22,CAR,1586
2023-05-24,CAR,1579
2023-10-11,CAR,1586
2023-10-14,CAR,1596
2023-10-15,CAR,1580
2023-10-17,CAR,1584
2023-10-19,CAR,1573
2023-10-21,CAR,1566
2023-10-24,CAR,1555
2023-10-26,CAR,1563
2023-10-27,CAR,1566
2023-10-30,CAR,1573
2023-11-02,CAR,1565
2023-11-04,CAR,1574
2023-11-07,CAR,1582
2023-11-10,CAR,1574
2023-11-11,CAR,1582
2023-11-15,CAR,1567
2023-11-18,CAR,1574
2023-11-22,CAR,1581
2023-11-24,CAR,1568
2023-11-26,CAR,1572
2023-11-28,CAR,1580
2023-11-30,CAR,1566
2023-12-02,CAR,1573
2023-12-04,CAR,1563
2023-12-06,CAR,1554
2023-12-07,CAR,1543
2023-12-09,CAR,1534
2023-12-12,CAR,1544
2023-12-14,CAR,1553
2023-12-15,CAR,1542
2023-12-17,CAR,1529
2023-12-19,CAR,1540
2023-12-21,CAR,1529
2023-12-23,CAR,1517
2023-12-27,CAR,1529
2023-12-28,CAR,1535
2023-12-30,CAR,1546
2024-01-02,CAR,1559
2024-01-05,CAR,1567
2024-01-06,CAR,1554
2024-01-11,CAR,1558
2024-01-13,CAR,1565
2024-01-15,CAR,1552
2024-01-19,CAR,1560
2024-01-21,CAR,1547
2024-01-24,CAR,1560
2024-01-25,CAR,1568
2024-01-27,CAR,1574
2024-02-06,CAR,1563
2024-02-08,CAR,1573
2024-02-10,CAR,1580
2024-02-13,CAR,1571
2024-02-16,CAR,1578
2024-02-17,CAR,1589
2024-02-19,CAR,1592
2024-02-22,CAR,1602
2024-02-24,CAR,1590
2024-02-25,CAR,1578
2024-02-27,CAR,1588
2024-02-29,CAR,1594
2024-03-02,CAR,1582
2024-03-07,CAR,1586
2024-03-09,CAR,1594
2024-03-10,CAR,1601
2024-03-12,CAR,1590
2024-03-14,CAR,1601
2024-03-16,CAR,1612
2024-03-17,CAR,1618
2024-03-19,CAR,1625
2024-03-21,CAR,1630
2024-03-22,CAR,1617
2024-03-24,CAR,1625
2024-03-26,CAR,1611
2024-03-28,CAR,1617
2024-03-30,CAR,1623
2024-04-04,CAR,1611
2024-04-05,CAR,1617
2024-04-07,CAR,1621
2024-04-09,CAR,1631
2024-04-12,CAR,1639
2024-04-14,CAR,1643
2024-04-16,CAR,1627
2024-04-20,CAR,1633
2021-01-31,CBJ,1491
2021-02-02,CBJ,1480
2021-02-04,CBJ,1490
2021-02-07,CBJ,1480
2021-02-08,CBJ,1490
2021-02-11,CBJ,1502
2021-02-13,CBJ,1493
2021-02-15,CBJ,1485
2021-02-18,CBJ,1494
2021-02-20,CBJ,1482
2021-02-23,CBJ,1473
2021-02-25,CBJ,1464
2021-02-27,CBJ,1455
2021-02-28,CBJ,1447
2021-03-02,CBJ,1457
2021-03-04,CBJ,1467
2021-03-06,CBJ,1457
2021-03-09,CBJ,1448
2021-03-11,CBJ,1439
2021-03-13,CBJ,1448
2021-03-14,CBJ,1436
2021-03-18,CBJ,1451
2021-03-20,CBJ,1465
2021-03-22,CBJ,1456
2021-03-25,CBJ,1448
2021-03-27,CBJ,1439
2021-03-28,CBJ,1430
2021-03-30,CBJ,1445
2021-04-01,CBJ,1439
2021-04-03,CBJ,1433
2021-04-04,CBJ,1427
2021-04-06,CBJ,1440
2021-04-08,CBJ,1432
2021-04-10,CBJ,1422
2021-04-12,CBJ,1413
2021-04-15,CBJ,1405
2021-04-17,CBJ,1397
2021-04-19,CBJ,1392
2021-04-20,CBJ,1387
2021-04-22,CBJ,1382
2021-04-25,CBJ,1377
2021-04-27,CBJ,1388
2021-05-01,CBJ,1384
2021-05-03,CBJ,1377
2021-05-05,CBJ,1391
2021-05-07,CBJ,1381
2021-05-08,CBJ,1392
2021-10-14,CBJ,1403
2021-10-16,CBJ,1415
2021-10-19,CBJ,1407
2021-10-21,CBJ,1420
2021-10-23,CBJ,1413
2021-10-25,CBJ,1424
2021-10-29,CBJ,1418
2021-10-31,CBJ,1430
2021-11-03,CBJ,1445
2021-11-06,CBJ,1458
2021-11-12,CBJ,1449
2021-11-13,CBJ,1440
2021-11-15,CBJ,1450
2021-11-18,CBJ,1459
2021-11-20,CBJ,1453
2021-11-22,CBJ,1462
2021-11-24,CBJ,1472
2021-11-26,CBJ,1479
2021-11-27,CBJ,1470
2021-11-30,CBJ,1463
2021-12-02,CBJ,1455
2021-12-04,CBJ,1449
2021-12-05,CBJ,1459
2021-12-07,CBJ,1453
2021-12-09,CBJ,1442
2021-12-11,CBJ,1453
2021-12-14,CBJ,1444
2021-12-16,CBJ,1437
2021-12-30,CBJ,1450
2022-01-01,CBJ,1443
2022-01-04,CBJ,1437
2022-01-06,CBJ,1427
2022-01-08,CBJ,1436
2022-01-11,CBJ,1425
2022-01-13,CBJ,1440
2022-01-15,CBJ,1435
2022-01-20,CBJ,1445
2022-01-21,CBJ,1438
2022-01-23,CBJ,1427
2022-01-26,CBJ,1418
2022-01-27,CBJ,1432
2022-01-30,CBJ,1441
2022-01-31,CBJ,1435
2022-02-08,CBJ,1448
2022-02-10,CBJ,1456
2022-02-12,CBJ,1463
2022-02-15,CBJ,1457
2022-02-17,CBJ,1468
2022-02-20,CBJ,1474
2022-02-22,CBJ,1486
2022-02-24,CBJ,1501
2022-02-25,CBJ,1495
2022-02-27,CBJ,1486
2022-03-01,CBJ,1493
2022-03-04,CBJ,1483
2022-03-05,CBJ,1475
2022-03-07,CBJ,1467
2022-03-10,CBJ,1457
2022-03-11,CBJ,1469
2022-03-13,CBJ,1479
2022-03-16,CBJ,1488
2022-03-17,CBJ,1478
2022-03-19,CBJ,1488
2022-03-22,CBJ,1482
2022-03-25,CBJ,1473
2022-03-26,CBJ,1467
2022-03-29,CBJ,1456
2022-03-31,CBJ,1448
2022-04-02,CBJ,1443
2022-04-04,CBJ,1436
2022-04-05,CBJ,1445
2022-04-07,CBJ,1432
2022-04-09,CBJ,1442
2022-04-13,CBJ,1449
2022-04-16,CBJ,1441
2022-04-17,CBJ,1430
2022-04-19,CBJ,1420
2022-04-22,CBJ,1409
2022-04-24,CBJ,1423
2022-04-26,CBJ,1418
2022-04-28,CBJ,1432
2022-04-29,CBJ,1426
2022-10-12,CBJ,1421
2022-10-14,CBJ,1416
2022-10-15,CBJ,1411
2022-10-18,CBJ,1422
2022-10-20,CBJ,1432
2022-10-22,CBJ,1424
2022-10-23,CBJ,1439
2022-10-25,CBJ,1426
2022-10-28,CBJ,1420
2022-10-30,CBJ,1410
2022-11-04,CBJ,1407
2022-11-05,CBJ,1402
2022-11-10,CBJ,1411
2022-11-12,CBJ,1405
2022-11-15,CBJ,1413
2022-11-17,CBJ,1422
2022-11-19,CBJ,1411
2022-11-20,CBJ,1424
2022-11-23,CBJ,1412
2022-11-25,CBJ,1405
2022-11-28,CBJ,1398
2022-12-02,CBJ,1413
2022-12-04,CBJ,1402
2022-12-06,CBJ,1396
2022-12-07,CBJ,1387
2022-12-09,CBJ,1400
2022-12-11,CBJ,1412
2022-12-13,CBJ,1406
2022-12-15,CBJ,1402
2022-12-17,CBJ,1399
2022-12-19,CBJ,1392
2022-12-20,CBJ,1382
2022-12-23,CBJ,1371
2022-12-29,CBJ,1366
2022-12-31,CBJ,1374
2023-01-03,CBJ,1368
2023-01-05,CBJ,1362
2023-01-07,CBJ,1378
2023-01-08,CBJ,1373
2023-01-10,CBJ,1370
2023-01-12,CBJ,1365
2023-01-14,CBJ,1378
2023-01-16,CBJ,1372
2023-01-17,CBJ,1366
2023-01-19,CBJ,1354
2023-01-21,CBJ,1363
2023-01-23,CBJ,1358
2023-01-25,CBJ,1374
2023-01-27,CBJ,1367
2023-01-28,CBJ,1362
2023-01-31,CBJ,1355
2023-02-10,CBJ,1350
2023-02-11,CBJ,1366
2023-02-14,CBJ,1360
2023-02-16,CBJ,1375
2023-02-18,CBJ,1390
2023-02-19,CBJ,1381
2023-02-23,CBJ,1375
2023-02-25,CBJ,1389
2023-02-26,CBJ,1384
2023-02-28,CBJ,1399
2023-03-03,CBJ,1391
2023-03-04,CBJ,1386
2023-03-07,CBJ,1380
2023-03-11,CBJ,1371
2023-03-14,CBJ,1381
2023-03-16,CBJ,1377
2023-03-17,CBJ,1368
2023-03-19,CBJ,1364
2023-03-21,CBJ,1378
2023-03-24,CBJ,1391
2023-03-25,CBJ,1382
2023-03-28,CBJ,1378
2023-03-30,CBJ,1376
2023-04-01,CBJ,1369
2023-04-02,CBJ,1382
2023-04-04,CBJ,1378
2023-04-06,CBJ,1373
2023-04-08,CBJ,1368
2023-04-11,CBJ,1360
2023-04-13,CBJ,1373
2023-04-14,CBJ,1366
2023-10-12,CBJ,1356
2023-10-14,CBJ,1371
2023-10-16,CBJ,1362
2023-10-20,CBJ,1374
2023-10-21,CBJ,1389
2023-10-24,CBJ,1376
2023-10-26,CBJ,1368
2023-10-28,CBJ,1361
2023-10-30,CBJ,1357
2023-11-02,CBJ,1370
2023-11-04,CBJ,1362
2023-11-06,CBJ,1358
2023-11-09,CBJ,1353
2023-11-11,CBJ,1347
2023-11-12,CBJ,1344
2023-11-14,CBJ,1337
2023-11-16,CBJ,1328
2023-11-18,CBJ,1322
2023-11-19,CBJ,1317
2023-11-22,CBJ,1328
2023-11-24,CBJ,1344
2023-11-26,CBJ,1340
2023-11-27,CBJ,1357
2023-11-29,CBJ,1348
2023-12-01,CBJ,1361
2023-12-03,CBJ,1358
2023-12-05,CBJ,1353
2023-12-07,CBJ,1347
2023-12-08,CBJ,1360
2023-12-10,CBJ,1355
2023-12-14,CBJ,1371
2023-12-16,CBJ,1365
2023-12-19,CBJ,1379
2023-12-21,CBJ,1371
2023-12-23,CBJ,1365
2023-12-27,CBJ,1360
2023-12-29,CBJ,1374
2023-12-30,CBJ,1368
2024-01-02,CBJ,1363
2024-01-04,CBJ,1377
2024-01-06,CBJ,1369
2024-01-09,CBJ,1365
2024-01-13,CBJ,1358
2024-01-15,CBJ,1373
2024-01-19,CBJ,1366
2024-01-23,CBJ,1363
2024-01-25,CBJ,1377
2024-01-27,CBJ,1373
2024-01-28,CBJ,1367
2024-01-30,CBJ,1382
2024-02-10,CBJ,1375
2024-02-13,CBJ,1369
2024-02-17,CBJ,1380
2024-02-20,CBJ,1374
2024-02-21,CBJ,1385
2024-02-23,CBJ,1376
2024-02-25,CBJ,1391
2024-02-28,CBJ,1387
2024-02-29,CBJ,1381
2024-03-02,CBJ,1390
2024-03-04,CBJ,1403
2024-03-05,CBJ,1396
2024-03-07,CBJ,1411
2024-03-09,CBJ,1404
2024-03-12,CBJ,1395
2024-03-14,CBJ,1385
2024-03-16,CBJ,1392
2024-03-17,CBJ,1386
2024-03-19,CBJ,1379
2024-03-22,CBJ,1376
2024-03-23,CBJ,1371
2024-03-26,CBJ,1363
2024-03-28,CBJ,1356
2024-03-30,CBJ,1368
2024-04-01,CBJ,1383
2024-04-04,CBJ,1375
2024-04-06,CBJ,1386
2024-04-07,CBJ,1382
2024-04-09,CBJ,1378
2024-04-11,CBJ,1374
2024-04-13,CBJ,1370
2024-04-16,CBJ,1386
2022-02-05,CEN,1509
2022-02-05,CEN,1500
2023-02-04,CEN,1509
2023-02-04,CEN,1500
2021-02-01,CGY,1511
2021-02-02,CGY,1501
2021-02-04,CGY,1492
2021-02-06,CGY,1502
2021-02-09,CGY,1511
2021-02-11,CGY,1520
2021-02-13,CGY,1509
2021-02-15,CGY,1519
2021-02-17,CGY,1506
2021-02-19,CGY,1496
2021-02-20,CGY,1488
2021-02-22,CGY,1500
2021-02-24,CGY,1492
2021-02-25,CGY,1483
2021-02-27,CGY,1494
2021-03-01,CGY,1485
2021-03-04,CGY,1494
2021-03-06,CGY,1486
2021-03-07,CGY,1475
2021-03-11,CGY,1484
2021-03-13,CGY,1493
2021-03-15,CGY,1504
2021-03-17,CGY,1494
2021-03-19,CGY,1506
2021-03-20,CGY,1497
2021-03-22,CGY,1487
2021-03-24,CGY,1477
2021-03-26,CGY,1468
2021-03-27,CGY,1479
2021-03-29,CGY,1470
2021-04-02,CGY,1463
2021-04-04,CGY,1454
2021-04-05,CGY,1446
2021-04-10,CGY,1458
2021-04-13,CGY,1472
2021-04-14,CGY,1483
2021-04-16,CGY,1473
2021-04-19,CGY,1461
2021-04-23,CGY,1470
2021-04-24,CGY,1479
2021-04-26,CGY,1467
2021-04-29,CGY,1481
2021-05-01,CGY,1474
2021-05-05,CGY,1463
2021-05-09,CGY,1473
2021-05-13,CGY,1481
2021-05-16,CGY,1491
2021-05-18,CGY,1481
2021-05-19,CGY,1489
2021-10-16,CGY,1481
2021-10-18,CGY,1468
2021-10-21,CGY,1478
2021-10-23,CGY,1491
2021-10-25,CGY,1503
2021-10-26,CGY,1512
2021-10-28,CGY,1524
2021-10-30,CGY,1532
2021-11-02,CGY,1521
2021-11-04,CGY,1508
2021-11-06,CGY,1517
2021-11-09,CGY,1504
2021-11-11,CGY,1493
2021-11-12,CGY,1485
2021-11-14,CGY,1495
2021-11-16,CGY,1485
2021-11-18,CGY,1494
2021-11-20,CGY,1506
2021-11-21,CGY,1519
2021-11-23,CGY,1526
2021-11-27,CGY,1513
2021-11-29,CGY,1522
2021-12-02,CGY,1530
2021-12-03,CGY,1539
2021-12-05,CGY,1531
2021-12-07,CGY,1520
2021-12-09,CGY,1511
2021-12-11,CGY,1501
2021-12-30,CGY,1510
2022-01-02,CGY,1519
2022-01-04,CGY,1512
2022-01-06,CGY,1506
2022-01-07,CGY,1500
2022-01-13,CGY,1487
2022-01-18,CGY,1499
2022-01-22,CGY,1489
2022-01-24,CGY,1500
2022-01-26,CGY,1509
2022-01-27,CGY,1501
2022-01-29,CGY,1509
2022-02-01,CGY,1520
2022-02-02,CGY,1527
2022-02-09,CGY,1538
2022-02-10,CGY,1549
2022-02-12,CGY,1556
2022-02-15,CGY,1562
2022-02-16,CGY,1568
2022-02-19,CGY,1573
2022-02-21,CGY,1579
2022-02-24,CGY,1567
2022-02-26,CGY,1576
2022-03-01,CGY,1587
2022-03-03,CGY,1571
2022-03-05,CGY,1585
2022-03-07,CGY,1592
2022-03-08,CGY,1579
2022-03-10,CGY,1589
2022-03-12,CGY,1594
2022-03-13,CGY,1586
2022-03-16,CGY,1591
2022-03-18,CGY,1575
2022-03-19,CGY,1584
2022-03-22,CGY,1569
2022-03-25,CGY,1574
2022-03-26,CGY,1582
2022-03-29,CGY,1572
2022-03-31,CGY,1559
2022-04-02,CGY,1546
2022-04-04,CGY,1556
2022-04-06,CGY,1562
2022-04-07,CGY,1569
2022-04-09,CGY,1576
2022-04-12,CGY,1581
2022-04-14,CGY,1568
2022-04-16,CGY,1572
2022-04-18,CGY,1578
2022-04-19,CGY,1568
2022-04-21,CGY,1576
2022-04-23,CGY,1583
2022-04-26,CGY,1592
2022-04-28,CGY,1583
2022-04-29,CGY,1571
2022-05-03,CGY,1579
2022-05-05,CGY,1566
2022-05-07,CGY,1556
2022-05-09,CGY,1567
2022-05-11,CGY,1575
2022-05-13,CGY,1564
2022-05-15,CGY,1572
